Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:05ZACkzW8YbRq3eFgIfSNB,"Springsteen","Chief","Eric Church",2011-01-01,263386,84,false,bennettspeir,2020-11-05T21:55:27Z,"country,acoustic country","EMI Records Nashville",0.692,0.809,2,-5.935,1,0.0255,0.1,0.0000991,0.186,0.927,104.022,4
spotify:track:1mMLMZYXkMueg65jRRWG1l,"When It Rains It Pours","This One's for You","Luke Combs",2017-06-02,242680,87,false,bennettspeir,2020-11-05T22:00:08Z,"country","River House Artists/Columbia Nashville",0.551,0.801,6,-5.069,1,0.0303,0.013,0.00000603,0.265,0.625,128.027,4
spotify:track:2rxQMGVafnNaRaXlRMWPde,"Beautiful Crazy","This One's for You Too (Deluxe Edition)","Luke Combs",2018-06-01,193466,82,false,bennettspeir,2020-11-05T22:20:10Z,"country","River House Artists/Columbia Nashville",0.551,0.402,11,-7.431,1,0.0262,0.676,0,0.0928,0.382,103.313,4
spotify:track:6y35xDJFzpy1FIa6qCMA59,"Buy Me a Boat","Buy Me a Boat","Chris Janson",2015-04-23,179077,54,false,bennettspeir,2020-11-05T22:17:18Z,"country","Warner Records",0.574,0.745,2,-6.663,1,0.0507,0.319,0,0.11,0.693,154.042,4
spotify:track:7I5fYc4qKJddht8Ozhqqdx,"Snapback","Meat and Candy","Old Dominion",2015-11-06,206866,69,false,bennettspeir,2020-11-05T22:17:31Z,"country","RCA Records Label Nashville",0.687,0.793,5,-3.577,1,0.0333,0.302,0.00000346,0.1,0.673,100.993,4
spotify:track:3Qe097eJNp9MfpT2PieEw0,"Don't Ya","Bring You Back","Brett Eldredge",2013-08-06,181209,66,false,bennettspeir,2020-11-05T22:18:51Z,"country,christmas","Atlantic Nashville",0.537,0.692,9,-5.257,1,0.0842,0.0564,0,0.146,0.588,176.001,4
spotify:track:0p1BcEcYVO3uk4KDf3gzkY,"Wanted","Hunter Hayes (Encore)","Hunter Hayes",2011,228840,67,false,bennettspeir,2020-11-05T22:19:09Z,"country","Atlantic Records",0.421,0.476,0,-7.692,1,0.0298,0.268,0,0.0816,0.3,169.784,4
spotify:track:2tC3NZsLgXr9CXvOKon19c,"I Want Crazy - Encore","I Want Crazy (Encore)","Hunter Hayes",2013-04-07,236865,0,false,bennettspeir,2020-11-05T22:16:13Z,"country","Atlantic Nashville",0.562,0.878,8,-4.806,1,0.0387,0.0539,0,0.112,0.558,103.029,4
spotify:track:1TwLKNsCnhi1HxbIi4bAW0,"House Party","Montevallo","Sam Hunt",2014-10-24,190240,74,false,bennettspeir,2020-11-05T22:11:20Z,"country,pop country","MCA Nashville",0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,4
spotify:track:7mldq42yDuxiUNn08nvzHO,"Body Like A Back Road","Body Like A Back Road","Sam Hunt",2017-02-01,165386,71,false,bennettspeir,2020-11-05T22:08:09Z,"country,pop country","MCA Nashville",0.732,0.458,5,-7.225,1,0.0311,0.447,0,0.136,0.661,98.938,4
spotify:track:7aftSOGSOpSoIlVAQVBb71,"Break Up In A Small Town","Montevallo","Sam Hunt",2014-10-24,229880,72,false,bennettspeir,2020-11-05T22:11:13Z,"country,pop country","MCA Nashville",0.579,0.776,8,-5.365,1,0.173,0.0749,0,0.239,0.434,136.044,4
spotify:track:6gdLyYNuhWBzqwlOFSsXC7,"Better Together","What You See Is What You Get","Luke Combs",2019-11-08,217573,74,false,bennettspeir,2021-06-13T14:49:38Z,"country","River House Artists/Columbia Nashville",0.552,0.225,0,-11.501,1,0.0477,0.827,0,0.111,0.67,138.002,4
spotify:track:5Kpg1A7BOHpBbaT3H3xqd3,"GOOD TIME","GOOD TIME - EP","Niko Moon",2020-02-14,214720,0,false,bennettspeir,2021-07-22T00:09:29Z,"country","RCA Records Label Nashville",0.802,0.59,5,-7.189,1,0.0493,0.0874,0,0.275,0.687,138.084,4
spotify:track:1P9JOrLMizchG5imSTQqrI,"Teenage Dream 2 (with Lil Uzi Vert)","Teenage Dream 2 (with Lil Uzi Vert)","Kidd G;Lil Uzi Vert",2021-06-25,178928,49,false,bennettspeir,2021-09-01T18:21:27Z,"country hip hop,country,melodic rap,rage rap","Jay Rebel Music",0.628,0.61,11,-4.541,1,0.0364,0.372,0,0.456,0.28,85.043,4
spotify:track:5MwynWK9s4hlyKHqhkNn4A,"Chasin' You","If I Know Me","Morgan Wallen",2018-04-27,205453,8,false,bennettspeir,2021-10-26T02:24:46Z,"country","Big Loud Records",0.631,0.591,7,-5.785,1,0.0277,0.657,0,0.11,0.489,97.074,4
spotify:track:21LRaD9rB3v7p7DDCZsW4y,"The Way I Talk","If I Know Me","Morgan Wallen",2018-04-27,208280,5,false,bennettspeir,2021-10-26T02:24:52Z,"country","Big Loud Records",0.604,0.879,4,-3.388,1,0.0322,0.0468,0,0.0909,0.757,137.983,4
spotify:track:698eQRku24PIYPQPHItKlA,"She Got the Best of Me","This One's for You Too (Deluxe Edition)","Luke Combs",2018-06-01,183160,82,false,bennettspeir,2021-10-26T02:30:01Z,"country","River House Artists/Columbia Nashville",0.533,0.907,11,-3.793,1,0.0406,0.0292,0,0.386,0.7,150.99,4
spotify:track:1yEwEiTpsaPhQi9lb5EVV4,"Knee Deep (feat. Jimmy Buffett)","You Get What You Give (Deluxe)","Zac Brown Band;Jimmy Buffett",2010-09-20,203173,3,false,bennettspeir,2021-10-26T02:30:09Z,"country,acoustic country","Southern Ground/Atlantic",0.715,0.584,8,-8.231,1,0.0296,0.432,0.00000141,0.095,0.61,90.987,4
spotify:track:5vCgOg9VqRaAUbnflCO6P3,"Cop Car","Fuse (Deluxe Edition)","Keith Urban",2013-01-01,256746,62,false,bennettspeir,2021-10-26T02:30:18Z,"country","Keith Urban - Fuse",0.538,0.664,1,-6.318,1,0.0392,0.193,0,0.0918,0.366,154.033,4
spotify:track:4gB7HrYHbJVJ5RFOjxmoq4,"One Number Away","This One's for You","Luke Combs",2017-06-02,222573,79,false,bennettspeir,2021-10-26T02:30:23Z,"country","River House Artists/Columbia Nashville",0.544,0.781,6,-6.16,0,0.0311,0.00585,0,0.191,0.527,144.075,4
spotify:track:1HXy5I3HTWq8OvxCn0z7G7,"Heaven","Kane Brown (Deluxe Edition)","Kane Brown",2017-10-06,177333,72,false,bennettspeir,2021-10-26T02:30:31Z,"country,pop country","RCA Records Label Nashville",0.677,0.556,9,-6.544,1,0.0306,0.263,0,0.105,0.521,80.006,4
spotify:track:2TR7A4ulH9R1PNwMyd8o8U,"This Is How We Roll","Here's To The Good Times...This Is How We Roll","Florida Georgia Line;Luke Bryan",2013-01-01,220906,77,false,bennettspeir,2021-10-26T02:30:43Z,"country,pop country,acoustic country","Big Machine Label Group",0.555,0.931,8,-2.969,1,0.0367,0.0162,0,0.405,0.723,132.073,4
spotify:track:5HJqpDspKDKwQpLjvkcIsD,"Burnin' It Down","Old Boots, New Dirt","Jason Aldean",2014-10-07,219160,1,false,bennettspeir,2021-10-26T02:30:58Z,"country,acoustic country","Broken Bow Records",0.681,0.795,6,-6.652,1,0.049,0.305,0.00000941,0.109,0.64,135.939,4
spotify:track:3ts6xK5GzfMAAriT9AIBmP,"Barefoot Blue Jean Night","Barefoot Blue Jean Night","Jake Owen",2011-08-29,169420,77,false,bennettspeir,2021-10-26T02:31:06Z,"country,acoustic country","RCA Records Label Nashville",0.599,0.807,4,-4.679,1,0.0402,0.202,0,0.196,0.812,172.017,4
spotify:track:0OWZFobGSIW9GrSlQ9C5pc,"Marry Me","Life Changes","Thomas Rhett",2017-09-08,205453,68,false,bennettspeir,2021-10-26T02:31:31Z,"country,acoustic country,pop country","The Valory Music Co.",0.583,0.412,3,-8.633,1,0.0238,0.0976,0,0.113,0.499,84.952,4
spotify:track:5dNGORzxFb5z3v7vSAFkTU,"Beachin'","Days of Gold","Jake Owen",2013-12-02,191394,63,false,bennettspeir,2021-10-26T02:31:51Z,"country,acoustic country","RCA Records Label Nashville",0.527,0.902,6,-5.352,1,0.0601,0.344,0.0000463,0.0669,0.709,181.964,4
spotify:track:3xdjjKMcMOFgo1eQrfbogM,"Wagon Wheel","True Believers","Darius Rucker",2013-01-01,298373,86,false,bennettspeir,2021-10-26T02:32:02Z,"country","Capitol Records Nashville",0.535,0.66,9,-7.174,1,0.0297,0.455,0,0.135,0.577,148.044,4
spotify:track:1YhFtqwcN138S6ng3MT1nN,"Rain Is A Good Thing","Doin' My Thing","Luke Bryan",2009-01-01,176160,72,false,bennettspeir,2021-10-26T02:32:16Z,"country,acoustic country","Capitol Nashville",0.622,0.931,11,-4.66,0,0.0507,0.106,0.00000245,0.328,0.521,108.051,4
spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,"American Kids","The Big Revival","Kenny Chesney",2014-09-22,182982,82,false,bennettspeir,2021-10-26T02:33:26Z,"country","Legacy Recordings",0.782,0.589,0,-7.37,1,0.0803,0.0476,0.00000584,0.0366,0.849,85.022,4
spotify:track:3fqwjXwUGN6vbzIwvyFMhx,"Tennessee Whiskey","Traveller","Chris Stapleton",2015-05-04,293293,88,false,bennettspeir,2021-10-26T02:34:16Z,"country,outlaw country","Mercury Nashville",0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4
spotify:track:4KAzYqfcijCSZa2P3etHoM,"Big Green Tractor","Wide Open","Jason Aldean",2009-04-07,204200,2,false,bennettspeir,2021-10-26T02:34:31Z,"country,acoustic country","Broken Bow Records",0.623,0.59,4,-5.014,1,0.028,0.646,0,0.295,0.579,137.071,4
spotify:track:0i5el041vd6nxrGEU8QRxy,"Cruise","Here's To The Good Times","Florida Georgia Line",2012-01-01,208960,78,false,bennettspeir,2021-10-26T02:34:34Z,"country,pop country,acoustic country","BMX",0.457,0.948,10,-3.364,1,0.0354,0.0191,0,0.0536,0.878,148.001,4
spotify:track:0BCy325UZyR9z0t0uxwn2N,"H.O.L.Y.","Dig Your Roots","Florida Georgia Line",2016-08-26,194186,69,false,bennettspeir,2021-10-26T02:34:37Z,"country,pop country,acoustic country","Big Machine Label Group, LLC",0.523,0.666,7,-4.081,0,0.0327,0.401,0,0.0728,0.564,78.077,4
spotify:track:6E9V9TRlVOLjenGjHemzEH,"Hard To Love","Hard 2 Love","Lee Brice",2012-04-24,224293,74,false,bennettspeir,2021-10-26T02:41:27Z,"country,acoustic country","Curb Records",0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,4
spotify:track:5kjyiH6but1t2UDXq15aeS,"Toes","The Foundation","Zac Brown Band",2008-11-17,262773,3,false,bennettspeir,2021-10-26T02:42:25Z,"country,acoustic country","Home Grown/Big Picture/Atlantic",0.8,0.759,11,-5.398,1,0.0378,0.655,0,0.0897,0.821,129.979,4
spotify:track:46ZfPS5VpSQVU5gb82hg3K,"Anything Goes","Anything Goes","Florida Georgia Line",2014-10-14,218866,72,false,bennettspeir,2021-10-26T02:42:32Z,"country,pop country,acoustic country","Big Machine Label Group",0.458,0.976,0,-3.791,1,0.0459,0.00182,0,0.193,0.76,154.007,4
spotify:track:4hPpVbbakQNv8YTHYaOJP4,"One Thing Right","One Thing Right","Marshmello;Kane Brown",2019-06-21,181823,6,false,bennettspeir,2021-10-26T02:43:32Z,"edm,country,pop country","RCA Records Label Nashville",0.659,0.625,4,-2.253,1,0.045,0.0644,0,0.582,0.442,88.042,4
spotify:track:0axUHkhMMY0YSC1jFBVWqv,"Amarillo Sky","Jason Aldean","Jason Aldean",2005-07-26,202546,1,false,bennettspeir,2021-10-26T02:50:39Z,"country,acoustic country","Broken Bow Records",0.491,0.776,2,-3.887,1,0.0393,0.314,0,0.146,0.428,154.988,4
spotify:track:5ZManJDV3CexO66nRCkdiV,"Break Up with Him","Meat and Candy","Old Dominion",2015-11-06,207826,65,false,bennettspeir,2021-10-26T02:51:27Z,"country","RCA Records Label Nashville",0.617,0.632,8,-5.381,1,0.0371,0.0675,0,0.108,0.564,151.988,4
spotify:track:3t5OV1asJHmOlf23T08CLv,"Lady May","Purgatory","Tyler Childers",2017-08-04,183533,77,false,bennettspeir,2021-10-26T15:38:39Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records",0.539,0.16,3,-13.285,1,0.0329,0.881,0.000268,0.105,0.322,81.446,4
spotify:track:0fbR95FEaJUxiQYaqZZukv,"Whitehouse Road","Purgatory","Tyler Childers",2017-08-04,280786,75,false,bennettspeir,2021-10-26T15:40:20Z,"country,outlaw country,red dirt,alt country,texas country,bluegrass","Hickman Holler Records",0.607,0.739,0,-5.503,1,0.0274,0.114,0.000234,0.192,0.875,84.467,4
spotify:track:7cA3PnUQDlUyBBwpRozQeo,"One Man Band","Old Dominion","Old Dominion",2019-10-25,186240,78,false,bennettspeir,2021-10-26T15:45:19Z,"country","RCA Records Label Nashville",0.706,0.358,6,-8.331,1,0.0347,0.677,0,0.107,0.478,75.991,4
spotify:track:4PJXT82AZtlDW4Q71b43oz,"Whatever She's Got","I'm A Fire","David Nail",2014-01-01,236800,68,false,bennettspeir,2021-10-26T15:49:26Z,"country,acoustic country","MCA Nashville",0.527,0.723,1,-6.134,1,0.0411,0.217,0,0.037,0.888,160.465,4
spotify:track:4iLPK8QnOvqm0Azbsk2GDn,"Don't It","Summer Forever","Billy Currington",2015-06-02,189000,67,false,bennettspeir,2021-10-26T16:44:47Z,"country,acoustic country","Mercury Nashville",0.572,0.826,1,-4.475,1,0.036,0.0446,0,0.343,0.713,90.968,4
spotify:track:5j4hSQH0KaAc8f6cimnXIT,"Fire Away","Traveller","Chris Stapleton",2015-05-04,244333,76,false,bennettspeir,2021-10-26T16:51:05Z,"country,outlaw country","Mercury Nashville",0.559,0.301,9,-9.066,1,0.0297,0.055,0.00979,0.101,0.177,116.123,3
spotify:track:2o5mwv7hvas1jdUg14Nihv,"Take A Little Ride","Night Train","Jason Aldean",2012-10-16,187613,0,false,bennettspeir,2021-10-26T16:53:01Z,"country,acoustic country","Broken Bow Records",0.472,0.866,2,-3.771,1,0.0413,0.044,0,0.213,0.775,163.867,4
spotify:track:34chhNX59Wo9HMFCsI3K8Y,"Memory","Memory","Kane Brown;blackbear",2021-07-09,153337,64,false,bennettspeir,2021-10-26T16:53:27Z,"country,pop country","RCA Records Label Nashville",0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326,5
spotify:track:6aNwDe5YH5YUPlpHkku52w,"Sunshine & Whiskey","Sunshine & Whiskey","Frankie Ballard",2014-04-03,182400,69,false,bennettspeir,2021-10-26T16:55:35Z,"country,acoustic country","Warner Records",0.67,0.737,9,-6.794,1,0.0434,0.223,0,0.325,0.754,92.983,4
spotify:track:1pm6AoOYO81llP3gwkTAbI,"Tonight Looks Good on You","Old Boots, New Dirt","Jason Aldean",2014-10-07,231666,0,false,bennettspeir,2021-10-26T17:00:22Z,"country,acoustic country","Broken Bow Records",0.481,0.75,6,-5.593,0,0.0537,0.219,0.0000012,0.0958,0.523,169.958,4
spotify:track:3WMj8moIAXJhHsyLaqIIHI,"Something in the Orange","Something in the Orange","Zach Bryan",2022-04-22,228013,87,false,bennettspeir,2022-11-10T22:28:41Z,"country,red dirt","Warner Records",0.369,0.192,4,-12.151,0,0.04,0.555,0.00000835,0.0954,0.148,175.212,3
spotify:track:6TpyujRefwsflWFXbmjVpj,"Doin' This","Growin' Up","Luke Combs",2022-06-24,254181,63,false,bennettspeir,2022-11-10T23:08:04Z,"country","River House Artists/Columbia Nashville",0.588,0.55,1,-5.878,1,0.0269,0.166,0.00000867,0.11,0.39,115.01,4
spotify:track:1cktZnxiONH0hR6Q3DKy8h,"Drink In My Hand","Chief","Eric Church",2011-01-01,191306,78,false,bennettspeir,2023-01-19T22:38:13Z,"country,acoustic country","EMI Records Nashville",0.626,0.913,0,-4.452,1,0.0317,0.00635,0,0.293,0.946,113.045,4
spotify:track:0LQtEJt7x0s6knb6RKdRYc,"Chicken Fried","The Foundation","Zac Brown Band",2008-11-17,238146,85,false,bennettspeir,2023-01-19T22:38:27Z,"country,acoustic country","Home Grown Music",0.566,0.713,6,-4.25,1,0.0418,0.645,0,0.114,0.805,169.861,4
spotify:track:1soxUgYIZb1qx1c7o1Lc7z,"Drunk On A Plane","RISER","Dierks Bentley",2014-01-01,254466,76,false,bennettspeir,2023-01-19T22:39:25Z,"country","Capitol Records Nashville",0.423,0.73,9,-5.566,1,0.032,0.00495,0.0000113,0.238,0.66,205.972,4
spotify:track:66rVt7PbwyKlu6CK6rxyAi,"Friday Night","Eric Paslay","Eric Paslay",2014-01-01,167213,66,false,bennettspeir,2023-01-19T22:39:50Z,"country,acoustic country","EMI Music Nashville (ERN)",0.657,0.841,9,-4.188,1,0.0452,0.16,0,0.177,0.722,120.009,4
spotify:track:5T6DM9qjjngWnukcw0svkX,"Round Here","Here's To The Good Times","Florida Georgia Line",2012-01-01,215120,71,false,bennettspeir,2023-01-19T22:41:27Z,"country,pop country,acoustic country","BMX",0.523,0.954,1,-3.051,1,0.0374,0.00378,0.00000168,0.243,0.901,141.982,4
spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,"You Proof","You Proof","Morgan Wallen",2022-05-13,157477,6,false,bennettspeir,2023-01-19T22:41:50Z,"country","Big Loud / Mercury Records / Republic Records",0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706,4
spotify:track:6NHpyYvJyQsg2nXXzGYc2R,"Thought You Should Know","Thought You Should Know","Morgan Wallen",2022-05-06,215571,3,true,bennettspeir,2023-01-19T22:42:51Z,"country","Big Loud Records / Republic Records",0.529,0.695,6,-6.174,1,0.0278,0.488,0.0000124,0.142,0.514,139.993,4
spotify:track:3DZ8dbKg4OTSSqGARvecYd,"Broadway Girls (feat. Morgan Wallen)","Broadway Girls (feat. Morgan Wallen)","Lil Durk;Morgan Wallen",2021-12-17,185600,71,false,bennettspeir,2023-01-19T22:49:32Z,"chicago drill,drill,country","Alamo",0.659,0.745,10,-3.599,1,0.0347,0.0417,0,0.296,0.54,74.967,4
spotify:track:3OZVqx1YsqDDkxQ6TnmHtn,"Ain't Worth the Whiskey","Cole Swindell","Cole Swindell",2014-02-18,191906,65,false,bennettspeir,2023-01-19T22:51:34Z,"country,acoustic country","Warner Records",0.432,0.738,2,-3.91,1,0.0309,0.042,0,0.119,0.503,153.712,4
spotify:track:0Utg7sirTPqrs6Cx0FbriQ,"Chillin' It","Cole Swindell","Cole Swindell",2014-02-18,196746,70,false,bennettspeir,2023-01-19T22:52:48Z,"country,acoustic country","Warner Records",0.576,0.849,9,-3.057,1,0.0386,0.511,0.0000389,0.109,0.666,137.982,4
spotify:track:63thx7OANplv4I4BQsanHk,"You Should Be Here","You Should Be Here","Cole Swindell",2016-05-06,190173,65,false,bennettspeir,2023-01-19T22:55:31Z,"country,acoustic country","Warner Records",0.489,0.641,7,-4.455,1,0.0282,0.0592,0,0.0857,0.303,136.095,4
spotify:track:0bM1z18RQpr61UuI1LemIK,"Dixieland Delight","The Closer You Get...","Alabama",1983,325542,77,false,bennettspeir,2026-07-25T01:13:21Z,"classic country,country,country rock,country christian","RCA Records Label Nashville",0.444,0.414,2,-15.04,1,0.0325,0.163,0.0000207,0.053,0.573,95.73,4
spotify:track:0wXThIDxO3YRJCpPgnmbkw,"Where It Ends","Religiously. The Album.","Bailey Zimmerman",2023-01-11,179294,75,false,bennettspeir,2026-07-25T01:13:21Z,"country","Warner Records Nashville/Elektra",0.431,0.837,9,-5.067,1,0.0432,0.259,0,0.0879,0.648,170.041,4
spotify:track:1TE8AAk9koG0UJco6ZAUfx,"Rock and A Hard Place","Religiously. The Album.","Bailey Zimmerman",2023-01-11,207540,82,false,bennettspeir,2026-07-25T01:13:21Z,"country","Warner Records Nashville/Elektra",0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3
spotify:track:0rCFRyEy4WXjRXNpO80Dzs,"Fall In Love","Religiously. The Album.","Bailey Zimmerman",2023-01-11,232058,81,false,bennettspeir,2026-07-25T01:13:21Z,"country","Warner Records Nashville/Elektra",0.524,0.643,9,-6.055,1,0.0297,0.451,0,0.221,0.397,135.962,4
spotify:track:0bILU0UiNDmA5Ff6whhb2R,"Religiously","Religiously. The Album.","Bailey Zimmerman",2023-01-11,178723,79,false,bennettspeir,2026-07-25T01:13:21Z,"country","Warner Records Nashville/Elektra",0.57,0.67,1,-6.519,1,0.0274,0.426,0,0.108,0.593,140.924,4
spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,"Broken Halos","From A Room: Volume 1","Chris Stapleton",2017-05-05,180906,80,false,bennettspeir,2026-07-25T01:13:21Z,"country,outlaw country","Mercury Nashville",0.613,0.564,8,-7.085,1,0.0251,0.134,0.00000165,0.0585,0.538,78.388,4
